Ký hiệu HĐ,Số HĐ,Ngày lập,Tên,Mã Số Thuế,Địa chỉ,Số điện thoại,Email,STK Ngân hàng,Tên ngân hàng,Thông tin khác
C22THL,00000902,2022-06-27,7307407,584593,7892000,CÔNG TY CỔ PHẦN LOZI VIỆT NAM,0313546809,"Lầu 4, Tòa nhà Lữ Gia, 70 Lữ Gia, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",N/A,N/A,N/A,N/A
C22TKD,00000419,2022-07-14,320100000,32010000,352110000,CÔNG TY CỔ PHẦN LOZI VIỆT NAM.,0313546809,"Lầu 4, Tòa nhà Lữ Gia, 70 Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",N/A,N/A,N/A,N/A
C22TTH,00011594,2022-08-31,1564815,125185,1690000,CÔNG TY CỔ PHẦN LOZI VIỆT NAM,0313546809,"Lầu 4, Tòa nhà Lữ Gia, 70 Lữ Gia, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",N/A,N/A,N/A,N/A
C22TLV,00002262,2022-09-20,523636,52364,576000,CÔNG TY BẢO HIỂM VIETINBANK HỒ CHÍ MINH,0101335193-001,"23 Thích Minh Nguyệt, Phường 2, Quận Tân Bình, TP Hồ Chí Minh",N/A,N/A,N/A,N/A
C22TLV,00001400,2022-06-16,8219618,821962,9041580,CÔNG TY TRÁCH NHIỆM HỮU HẠN PIZZA VIỆT NAM,0303902751,"Số 1-3-5 đường D2 Khu dân cư phức hợp sông Sài Gòn, số 92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",N/A,N/A,N/A,N/A
C22TLV,00001400,2022-06-16,8219618,821962,9041580,CÔNG TY TRÁCH NHIỆM HỮU HẠN PIZZA VIỆT NAM,0303902751,"Số 1-3-5 đường D2 Khu dân cư phức hợp sông Sài Gòn, số 92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",N/A,N/A,N/A,N/A
C22TPT,00001981,2022-09-07,8578896,686312,9265208,CÔNG TY CỔ PHẦN LOZI VIỆT NAM,0313546809,"Lầu 4, Tòa nhà Lữ Gia, 70 Lữ Gia, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",N/A,N/A,N/A,N/A
